ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,105820,ARDBEG - 19 YEAR OLD,5010494997491,0.7,1,46.2,429.99,NA
Wine,France Wine,France Red Wine,FRANCE,129607,GEVREY CHAMBERTIN EN CHAMPS - GEANTET PANSIOT 2016,626990347613,0.75,1,13,135.99,0
Wine,France Wine,France Red Wine,FRANCE,142857,MARGAUX - CHATEAU GISCOURS 2018,3430430008487,0.75,1,13,150,NA
Wine,Italy Wine,Italy Red Wine,ITALY,229383,BAROLO - SANDRONE ALESTE,8022534113751,0.75,1,14.5,209.99,0
Spirits,Whisky,Irish Whiskey,IRELAND,230987,JAMESON - IRISH,80432500149,0.375,1,40,21.49,NA
Spirits,Whisky,Other Country Whisky,JAPAN,327062,YAMAZAKI - ISLAY PEAT MALT,80686008002,0.7,1,48,614.99,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,369918,WILLIAM LARUE WELLER - UNCUT UNFILTERED,88004025953,0.75,1,66.8,249.99,NA
Wine,Chile Wine,Chile Red Wine,CHILE,456178,CARMENERE - FALERNIA GRAN RESERVA ELQUI VALLEY 2017,7809623200322,0.75,1,14.5,16.99,0
Wine,France Wine,France Red Wine,FRANCE,477115,VOLNAY 1ER CLOS DES CHENES - DOMAINE POTINET AMPEAU,3760109636162,0.75,1,13.5,195.99,0
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,CZECH REPUBLIC,611152,ABSINTHE - GREEN TREE,8594001441723,0.5,1,70,52.99,NA
Wine,New Zealand Wine,New Zealand Red Wine,NEW ZEALAND,617530,PINOT NOIR - MARISCO THE NED MARLBOROUGH,626990160847,0.75,1,14,22.99,0
Spirits,Whisky,Canadian Whisky,CANADA,682339,CANADIAN ROCKIES - 28 YEAR OLD,696852045728,0.75,1,46,259.99,NA
Wine,France Wine,France Red Wine,FRANCE,98090,MARGAUX - CHATEAU LASCOMBES 2018,,0.75,1,13,190,NA
Wine,France Wine,France Red Wine,FRANCE,143382,PAUILLAC - CARRUADES DE LAFITE 2018,,0.75,1,13,550,NA
Wine,Italy Wine,Italy White Wine,ITALY,190609,VERDICCHIO CLASSICO SUPERIORE - SARTARELLI TRALIVIO 2021,8032919700025,0.75,1,14,24.97,0
Wine,France Wine,France Red Wine,FRANCE,271500,CASTILLON COTES DE BORDEAUX - CHATEAU D'AIGUILHE 2014,3760317081686,0.75,1,14,60,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,283143,LABATT - BUSCH CAN,62067318405,0.355,24,4.7,40.49,NA
Beer,Import Beer,Europe Beer,UNITED KINGDOM,289380,INNIS AND GUNN - VANISHING POINT 09,5060190566156,0.5,1,11,17.09,NA
Wine,France Wine,France White Wine,FRANCE,356659,SAUTERNES - CHATEAU D'YQUEM 2005,626990086505,0.375,1,13,550,10
Wine,Spain Wine,Spain Sparkling Wine,SPAIN,357792,CUATRO RAYAS 61 - FRIZZANTE VERDEJO,8414219000362,0.75,1,5.5,11.97,10
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,364133,SAZERAC - 18 YEAR OLD KENTUCKY STRAIGHT RYE,88004140045,0.75,1,45,249.99,NA
Wine,Israel Wine,Israel Red Wine,ISRAEL,369033,CABERNET SAUVIGNON ARGAMAN - EFRAT JUDEAN HILLS KOSHER,7290010656097,0.75,1,12,23.99,0
Wine,France Wine,France White Wine,FRANCE,389641,PESSAC LEOGNAN - LES HAUTS DE SMITH BLANC 2019,3438084119016,0.75,1,13,80,NA
Wine,Israel Wine,Israel Red Wine,ISRAEL,507616,MALBEC -TEPERBERG VISION KOSHER,7290015781015,0.75,1,13.5,25.99,0
Wine,Chile Wine,Chile Red Wine,CANADA,521292,VIVO - CABERNET SAUVIGNON,48162015463,4,1,13,33.99,1
Wine,France Wine,France Red Wine,FRANCE,608067,FAUGERES - DOMAINE DE CEBENE LES BANCELS ORGANIC 2017,3700395902589,0.75,1,13.5,29.97,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,666444,GORDON AND MACPHAIL - CCU 1988 MORTLACH CASK NO. 4594,747020928517,0.7,1,53.8,1590,NA
Wine,Fortified Wine,Vermouth Wine,ITALY,9779,MARTINI - BIANCO,11034430046,1,1,15,15.49,7
Wine,Italy Wine,Italy Red Wine,ITALY,39311,TOSCANA - MASSETO 2017,818201021188,1.5,1,14,2100,0
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,44146,CORONA SINGLE CAN,62067382338,0.473,1,4.6,3.89,NA
Wine,Australia Wine,Australia White Wine,AUSTRALIA,87580,MOSCATO - JACOB'S CREEK DOTS LIGHTER,9300727031372,0.75,1,8,12.99,1
Wine,Italy Wine,Italy Red Wine,ITALY,100903,BRUNELLO DI MONTALCINO - FULIGNI 2016,726452017730,0.75,1,14.5,145.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,267995,FETTERCAIRN - 22 YEAR OLD HIGHLAND SINGLE MALT SCOTCH WHISKY,5013967016781,0.7,1,47,499.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,275146,BOWMORE - ASTON MARTIN ARC 54,5010496000786,0.7,1,44.3,108000,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,283762,DALMORE - CONSTELLATION 1989 CASK 6,5013967008786,0.7,1,53,5600,NA
Wine,France Wine,France Red Wine,FRANCE,287514,CHENAS - PASCAL AUFRANC NATURELLEMENT,3760011975021,0.75,1,13.28,36.99,0
Wine,France Wine,France Red Wine,FRANCE,319652,HAUT MEDOC - CHATEAU DU TAILLAN 2022,3760145040022,0.75,1,14.5,45,NA
Wine,France Wine,France Red Wine,FRANCE,332922,FRANCS COTES DE BORDEAUX - CHATEAU DE FRANCS LES CERISIERS 2,3609051348924,0.75,1,15,35,NA
Spirits,Whisky,Flavoured Whisky,CANADA,346169,CROWN ROYAL - BLACKBERRY,82000789567,0.75,1,35,31.99,NA
Wine,France Wine,France Red Wine,FRANCE,346200,ST ESTEPHE - CHATEAU PHELAN SEGUR 2022,696852224956,0.75,1,14,125,NA
Wine,Argentina Wine,Argentina White Wine,ARGENTINA,373583,PINOT GRIGIO - BODEGAS CALLIA,7798108833745,0.75,1,12,18.99,0
Wine,France Wine,France White Wine,FRANCE,374924,BOURGOGNE ALIGOTE - PASCAL BOUCHARD ST PIERRE,834482000612,0.75,1,13,29.99,0
Wine,France Wine,France Red Wine,FRANCE,389630,PAUILLAC - CHATEAU PICHON COMTESSE RESERVE 2019,3519340190229,0.75,1,13,110,NA
Wine,France Wine,France Red Wine,FRANCE,407588,HAUT MEDOC - MADAME DE BEAUCAILLOU 2019,3701400302745,0.75,1,14,55,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,436352,PELLER FAMILY VINEYARDS - DRY WHITE,48162003620,16,1,11.5,144.99,1
Spirits,Tequila,Gold Tequila,MEXICO,613885,TIERRA NOBLE ANEJO,836508000057,0.75,1,40,119.99,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,683213,DILLONS SIGNATURE COCKTAILS - VARIETY PACK CAN,874618000079,0.222,6,12.5,21.99,NA
Wine,France Wine,France White Wine,FRANCE,765529,MEURSAULT 1ER GENEVRIERES - LATOUR GIRAUD CUVEE DES PIERRE,795898006080,0.75,1,13.5,277.99,0
Wine,France Wine,France White Wine,FRANCE,941716,POUILLY-FUISSE - DOMAINE FERRET TETE DE CRU CLOS DES PROUGES,3535928051706,0.75,1,13,99.99,0
Spirits,Vodka,Flavoured Vodka,CANADA,43133,SMIRNOFF - VANILLA,82000767312,0.75,1,35,24.99,NA
Beer,Import Beer,Europe Beer,SLOVAK REPUBLIC,60462,URPINER - PREMIUM 12 CRAFT TALL CAN,8586000971257,0.5,1,5,2.39,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,71509,NAPA VALLEY RED - DOMINUS ESTATE 2016,808755032259,1.5,1,14.5,1000,0
Wine,Spain Wine,Spain Sparkling Wine,SPAIN,88591,FREIXENET - CAVA CORDON NEGRO GRAN SELECCION BRUT,88601003002,0.75,1,12,16.99,1
Wine,France Wine,France Red Wine,FRANCE,203425,POMEROL - CHATEAU L'EGLISE CLINET 2017,714153252277,0.75,1,13,650,NA
Wine,Italy Wine,Prosecco Wine,ITALY,251072,KIM CRAWFORD - PROSECCO,8001660253487,0.75,1,11,19.99,2
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,267992,HAPPY DAD - HARD SELTZER VARIETY PACK CAN,850046522734,0.355,12,5,31.79,NA
Wine,France Wine,France Red Wine,FRANCE,313922,BEAUJOLAIS - VILLAGES LES 3 MADONES,3760156251264,0.75,1,12.5,23.99,0
Wine,France Wine,France Red Wine,FRANCE,348833,PAUILLAC - CHATEAU CLERC MILON 2022,,0.75,1,13,220,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,406088,HEY Y'ALL - 7 PERCENT TALL CAN,626990321354,0.458,1,7,3.49,NA
Wine,France Wine,France Red Wine,FRANCE,435774,POMEROL - CHATEAU PETRUS 2021,3700585611130,0.75,1,13,3900,NA
Spirits,Tequila,Gold Tequila,MEXICO,451161,JOSE CUERVO - ESPECIAL GOLD,811538010849,0.75,1,40,38.49,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,460025,DUNCAN TAYLOR - KINCLAITH THE RAREST,5056510007409,0.7,1,49.3,21250,NA
Wine,France Wine,France White Wine,FRANCE,465862,PESSAC LEOGNAN - LES HAUTS DE SMITH BLANC 2020,3609051161370,0.75,1,13,80,NA
Wine,Germany Wine,Germany White Wine,GERMANY,560292,RIESLING KABINETT - DR PAULY BERGWEILER BERNKASTEL 2011,4004888702038,0.75,1,7,34.99,3
Wine,France Wine,France Champagne Wine,FRANCE,562157,KRUG - VINTAGE 1998,3258064054157,1.5,1,12,876,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,774273,[REPACK] BULLEIT - FRONTIER BOURBON,82000744535,0.75,1,45,46.99,NA
Spirits,Whisky,Irish Whiskey,IRELAND,928374,JAMESON - IRISH,5011007017552,1.14,1,40,55.99,NA
Wine,Australia Wine,Australia Rose Wine,AUSTRALIA,45983,ROSE - CHILDREN OF THE REVOLUTION VEGAN,9344154015505,0.75,1,9.9,16.99,0
Spirits,Rum,Dark Rum,CANADA,61754,LAMB'S - NAVY 151 PROOF,48415345590,0.75,1,75.4,39.99,NA
Wine,France Wine,France Red Wine,FRANCE,70000,PAUILLAC - CHATEAU GRAND PUY LACOSTE 2019,3609051037385,0.75,1,13,190,NA
Wine,Italy Wine,Italy Red Wine,ITALY,83256,BRUNELLO DI MONTALCINO - GAJA PIEVE SANTA RESTITUTA 2016,8032636140890,0.75,1,14.5,149.99,0
Wine,France Wine,France Red Wine,FRANCE,97207,PESSAC LEOGNAN - CHATEAU LATOUR MARTILLAC ROUGE 2018,3609050947555,0.75,1,13,90,NA
Wine,France Wine,France White Wine,FRANCE,182466,MEURSAULT - LES CLOUS 2021,3760163354743,0.75,1,13,125.99,0
Wine,France Wine,France Red Wine,FRANCE,224439,FIXIN 1ER CLOS DE LA PERRIERE MONOPOLE - ALBERT BICHOT 2018,87113119751,0.75,1,12.5,105.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,230511,ISLE OF RAASAY - CASK STRENGTH,5060221852289,0.7,1,61.6,125.99,NA
Wine,France Wine,France White Wine,FRANCE,232948,DOMAINE DE CHEVALIER BLANC 2016,,0.75,1,13,200,NA
Spirits,Liqueurs,Cream/Dairy Liqueurs,AUSTRIA,287579,MOZART - CHOCOLATE CREAM,9013100060981,0.7,1,17,42.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,324257,BOLGHERI - LE SERRE NUOVE ORNELLAIA 2021,818201021850,0.75,1,13.5,79.99,0
Wine,Chile Wine,Chile Red Wine,CHILE,381942,PUENTE ALTO RED - ALMAVIVA 2019,696852061513,0.75,1,15,269.99,NA
Wine,France Wine,France Red Wine,FRANCE,425143,ST. JULIEN - CHATEAU LEOVILLE POYFERRE 2009,3419466268546,0.75,1,14,750,0
Wine,France Wine,France Red Wine,FRANCE,450531,PAUILLAC - CHATEAU CLERC MILON 2021,3262156125755,0.75,1,13,200,NA
Wine,France Wine,France Red Wine,FRANCE,483060,ST JULIEN - CHATEAU GLORIA 2020,,0.75,1,13,100,NA
Refreshment Beverages,Cider,Domestic Cider,CANADA,870113,LONETREE ORCHARD SAMPLER CAN,696852080736,0.355,12,5.5,26.99,NA
Spirits,Liqueurs,Other Liqueurs,CANADA,888412,(REPACK)BUTTER RIPPLE SCHNAPPS - PHILLIPS,87116010208,0.75,1,15,19.99,0
Wine,France Wine,France Red Wine,FRANCE,942631,CARRUADES DE LAFITE 2013,,0.75,1,13,299,NA
Wine,Italy Wine,Italy Red Wine,ITALY,103861,MONTEPULCIANO D'ABRUZZO - CITRA,8005493101267,1,1,12,11.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,219103,SHIRAZ - HARDYS BRAVE NEW WORLD SHIRAZ BLACK 2017,9311043767555,0.75,1,14.5,17.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,266443,BRUNELLO DI  MONTALCINO - SAN FELICE CAMPOGIOVANNI 2015,709067107157,0.75,1,15,129.99,0
Wine,Fortified Wine,Port Wine,PORTUGAL,289603,TAYLOR FLADGATE - LATE BOTTLED VINTAGE 2019,5013626111277,0.75,1,19.5,25.49,10
Wine,Canada - BC,Canada - BC Red Wine,CANADA,300327,TINHORN CREEK - OLDFIELD SERIES CABERNET FRANC,624802971285,0.75,1,14.6,39.99,0
Wine,France Wine,France Red Wine,FRANCE,371784,ST EMILION - CLOS SAINT MARTIN 2020,3328155014893,0.75,1,13,175,NA
Wine,Italy Wine,Italy Red Wine,ITALY,401315,AMARONE CLASSICO RISERVA - MASI COSTASERA 2013,8002062001850,0.75,1,15.5,79.99,0
Wine,France Wine,France Red Wine,FRANCE,414774,ST JULIEN - CHATEAU LEOVILLE LAS CASES 2001,3419466264616,0.75,1,13.5,620,0
Wine,France Wine,France White Wine,FRANCE,419989,CROZES HERMITAGE - PAUL JABOULET MULE BLANCHE 2019,3105716250194,0.75,1,14.5,68.99,0
Wine,France Wine,France Fruit and Dessert Wine,FRANCE,434253,BARSAC - CHATEAU DOISY DAENE 2021,,0.375,1,13,50,NA
Wine,France Wine,France Red Wine,FRANCE,457578,ST EMILION - CLOS DE L'ORATOIRE 2020,,0.75,1,13,90,NA
Spirits,Whisky,Irish Whiskey,IRELAND,530905,MIDLETON - BLUE SPOT,80432116432,0.75,1,58.4,159.99,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,643858,SLEEMAN - HONEY BROWN LAGER CAN,56910233557,0.355,6,5.3,14.79,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,896399,MONTE CREEK - HANDS UP RED 2022,775412900674,0.75,1,13.3,18.99,0
Wine,France Wine,France Red Wine,FRANCE,97496,ST EMILION - LE PETIT CHEVAL 2018,3609050941126,0.75,1,13,500,NA
Wine,France Wine,France Red Wine,FRANCE,98085,ST EMILION - CHATEAU TROPLONG MONDOT 2018,,0.75,1,13,250,NA
Wine,Fortified Wine,Port Wine,PORTUGAL,152355,WARRE'S - WARRIOR FINEST RESERVE,5010867100336,0.375,1,20,13.47,10
Wine,France Wine,France Red Wine,FRANCE,197451,BOURGOGNE PINOT NOIR - DOMAINE DE ROMY,3343132498237,0.75,1,13,44.99,0
Wine,South Africa Wine,South Africa Red Wine,SOUTH AFRICA,224774,THE CHOCOLATE BLOCK - BOEKENHOUTSKLOOF SWARTLAND 2019,6002039007665,0.75,1,13.8,40.99,0
Wine,France Wine,France Red Wine,FRANCE,332737,ST EMILION - CHATEAU ANGELUS 2022,3609051346388,0.75,1,13,1000,NA
Wine,France Wine,France White Wine,FRANCE,373115,CHASSAGNE MONTRACHET 1ER CHENEVOTTES - PHILIPPE COLIN 2022,3760196304708,0.75,1,13.5,189.99,0
Wine,Italy Wine,Italy White Wine,ITALY,501979,VERNACCIA DI SAN GIMIGNANO - LE CALCINAIE 2022,8032542652395,0.75,1,13,38.99,0
Wine,France Wine,France Red Wine,FRANCE,547505,GEVREY CHAMBERTIN 1ER CRU CLOS SAINT JACQUES - LOUIS JADOT,3535928049604,0.75,1,13.5,329.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,848200,ARDBEG - ESCAPE GIFT PACK,81753841270,0.75,1,46,115.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,857482,LANGHE NEBBIOLO - BORGOGNO NO NAME 2015,8003807000701,0.75,1,14,44.99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,54971,MATT AND STEVE'S - ORIGINAL TALL CAN,833968007015,0.473,1,5.5,3.59,NA
Spirits,Whisky,Canadian Whisky,CANADA,60608,J.P. WISERS - RED LETTER,48415499859,0.75,1,45,149.99,NA
Wine,France Wine,France White Wine,FRANCE,90668,PESSAC LEOGNAN - CHATEAU LA GARDE BLANC 2018,3258691585383,0.75,1,13,50,NA
Wine,France Wine,France Red Wine,FRANCE,220093,COTE ROTIE - E GUIGAL LA LANDONNE 2014,808755019052,0.75,1,14.4,510,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,303821,BOWMORE - 12 YEAR OLD SHERRY OAK,5010496002575,0.7,1,40,88.99,NA
Spirits,Gin,Dry Gin,UNITED KINGDOM,404723,BOMBAY SAPPHIRE - LONDON DRY,620213190208,1.14,1,40,42.99,NA
Wine,France Wine,France White Wine,FRANCE,411973,PESSAC LEOGNAN - CHATEAU DE FIEUZAL BLANC 2021,3760145422927,0.75,1,13,120,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,521680,ABERLOUR - A'BUNADH ALBA,80432114612,0.75,1,59.3,159.99,NA
Wine,Sake,Japan Sake,JAPAN,660134,DASSAI - 39 JUNMAI DAIGINJO,4936446060185,0.72,1,15,80.99,0
Wine,Germany Wine,Germany White Wine,GERMANY,698100,RIESLING SPATLESE - EGON MULLER SCHARZHOFBERG 2022,4024091006204,0.75,1,8,520,8
Wine,France Wine,France Red Wine,FRANCE,750091,NUITS ST GEORGES - DOM DANIEL RION LES GRANDS VIGNES 2018,3416110183002,0.75,1,13.5,77.99,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,753343,STAGG - JR,88004018580,0.75,1,64.45,114.99,NA
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,20566,BACKCOUNTRY BREWING - RIDGERUNNER PILSNER TALL CAN,,0.473,4,5,15.29,NA
Wine,Sake,Japan Sake,JAPAN,27998,YOSHI NO GAWA - BREWMASTER'S CHOICE PREMIUM HONJOZO SAKE,4979656001968,0.72,1,15.5,25.99,0
Spirits,Grape and Fruit Brandy,Brandy,SPAIN,43083,FUNDADOR - SHERRY CASK,8410162100036,0.75,1,40,43.99,NA
Wine,France Wine,France Red Wine,FRANCE,89332,ARBOIS MEMORIAL ROUGE - DOMAINE ROLET 1990,,1.5,1,13,85.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,121886,GAME OF THRONES STARK - DALWHINNIE WINTERS FROST,88076183032,0.75,1,43,110.99,NA
Wine,France Wine,France Red Wine,FRANCE,133342,ST EMILION - CHATEAU FIGEAC 2018,,0.75,1,13,500,NA
Wine,France Wine,France White Wine,FRANCE,138925,CHABLIS 1ER COTE DE LECHET - JEAN MARC BROCARD,3436802110413,0.75,1,12.5,72.99,0
Wine,Chile Wine,Chile Red Wine,CHILE,255547,CARMENERE PETIT VERDOT - MONTES PURPLE ANGEL COLCHAGUA 2020,715126272001,0.75,1,14.5,104.99,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,264232,MAKER'S MARK - CASK STRENGTH,85246502440,0.75,1,55.5,89.99,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,295215,GRENACHE - SEPPELTSFIELD BAROSSA,9340905006280,0.75,1,14.5,38.99,0
Wine,France Wine,France Red Wine,FRANCE,308299,SAINT ROMAIN - BUISSON SOUS ROCHE,3508010181209,0.75,1,13.5,91.99,0
Wine,South Africa Wine,South Africa Red Wine,SOUTH AFRICA,315069,CABERNET SAUVIGNON - FLAGSTONE POETRY,5010134911023,0.75,1,14,9.97,0
Wine,France Wine,France Red Wine,FRANCE,411909,PAUILLAC - CHATEAU D'ARMAILHAC 2021,3262156124758,0.75,1,13,120,NA
Wine,Australia Wine,Australia White Wine,AUSTRALIA,419856,CHARDONNAY - PETER LEHMANN THE BAROSSAN,9311910106289,0.75,1,12.5,23.49,0
Wine,France Wine,France Red Wine,FRANCE,421429,PERNAND VERGELESSES 1ER - MAISON A GOICHOT EN CARADEUX,3443350074524,0.75,1,13.5,52.99,0
Wine,France Wine,France Red Wine,FRANCE,430226,PAUILLAC - CHATEAU PONTET CANET 2021,,0.75,1,13,290,NA
Wine,Italy Wine,Italy Red Wine,ITALY,469996,BOLGHERI - LE SERRE NUOVE ORNELLAIA 2020,818201021584,0.75,1,13.5,79.99,0
Spirits,Gin,Dry Gin,UNITED KINGDOM,600163,TANQUERAY - NO. TEN BATCH DISTILLED,7008418158606,0.75,1,47.3,47.99,NA
Wine,France Wine,France Red Wine,FRANCE,31019,PAUILLAC - CHATEAU LATOUR 2005,3412950506421,0.75,1,13,3100,0
Spirits,Gin,Dry Gin,CANADA,31161,LONG TABLE - LONDON DRY,626990156253,0.75,1,44,50.99,NA
Wine,France Wine,France Red Wine,FRANCE,39558,PESSAC LEOGNAN - CHATEAU LA MISSION HAUT BRION ROUGE 2019,714153299395,0.75,1,13,800,NA
Wine,France Wine,France Red Wine,FRANCE,69969,MARGAUX - CHATEAU MARGAUX 2019,714153298091,0.75,1,13,1600,NA
Wine,Sake,Japan Sake,JAPAN,119286,KUBOTA - JUNMAI DAIGINJO LIMITED,4984283002097,0.72,1,15,56.99,0
Wine,Fortified Wine,Other Fortified Import Wine,UNITED STATES OF AMERICA,197707,QUADY - ESSENSIA ORANGE MUSCAT 2016,13022000088,0.375,1,15,19.99,10
Wine,Chile Wine,Chile Red Wine,CHILE,208775,PUENTA ALTA RED - ROTHSCHILD CONCHA Y TORO ALMAVIVA 2016,626990369875,1.5,1,14.5,580,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,210760,GLENALLACHIE - SINGLE MALT SCOTCH WHISKY 12 YEAR OLD,5060568320076,0.7,1,46,109.99,NA
Wine,France Wine,France Red Wine,FRANCE,271221,GIGONDAS - CHATEAU DE SAINT COSME LE POSTE 2021,3483811400080,0.75,1,15.5,205.99,0
Wine,France Wine,France Red Wine,FRANCE,272631,MARGAUX - CHATEAU FERRIERE 2022,3609051349631,0.75,1,13,120,NA
Wine,France Wine,France Red Wine,FRANCE,283320,SAINT AMOUR - DOMAINE CHARDIGNY CLOS DU CHAPITRE ORGANIC,3770008985803,0.75,1,13,55.99,0
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,331788,SLEEMAN - CLEAR 2.0 CAN,56910301300,0.355,30,4,55.29,NA
Wine,France Wine,France Red Wine,FRANCE,390942,PESSAC LEOGNAN - CHATEAU CARBONNIEUX ROUGE 2019,696852114233,0.75,1,12.5,90,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,406643,MALBEC SYRAH - TILIA,7794450947659,0.75,1,13.5,19.99,0
Wine,France Wine,France Red Wine,FRANCE,434247,FRONSAC - CHATEAU LA DAUPHINE 2021,3760106166327,0.75,1,14,50,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,485780,LAPHROAIG - 25 YEAR OLD CASK STRENGTH 2021,80686813354,0.75,1,51.9,745,NA
Spirits,Whisky,Irish Whiskey,IRELAND,610501,THE IRISHMAN - HARVEST,816511905099,0.7,1,40,83.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,875260,QUAILS GATE - GEWURZTRAMINER ORCHARD BLOCK,778856423068,0.75,1,14,26.99,1
Spirits,Rum,White Rum,PUERTO RICO,141,BACARDI - SUPERIOR WHITE,620213015105,1.14,1,40,35.49,NA
Spirits,Tequila,Gold Tequila,MEXICO,58939,CAZADORES - REPOSADO,80480170004,1.75,1,40,88.99,NA
Wine,France Wine,France Red Wine,FRANCE,97926,PAUILLAC - CHATEAU LYNCH-MOUSSAS 2018,3760126912355,0.75,1,13,100,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,138660,MISSION HILL FAMILY ESTATE OCULUS 2014 1.5L,776545981530,1.5,1,14.5,405.99,0
Wine,France Wine,France Red Wine,FRANCE,142659,MARGAUX - CHATEAU CANTENAC BROWN 2018,3760020113896,0.75,1,13,135,NA
Wine,Italy Wine,Italy White Wine,ITALY,244681,PINOT GRIGIO VERDUZZO DELLE VENEZIE - MASI MASIANCO,8002062001652,0.75,1,13,22.99,0
Wine,Sake,Japan Sake,JAPAN,324333,OKUNOMATSU - JUNMAI DAI-GINJO NAVY BLUE LABEL,4964838142201,0.72,1,15,41.99,4
Wine,Italy Wine,Italy Red Wine,ITALY,333989,BRUNELLO DI MONTALCINO - FRESCOBALDI CASTELGIOCONDO 2015,8002366089264,0.75,1,14,56.99,0
Wine,France Wine,France Red Wine,FRANCE,364051,ST JULIEN - CHATEAU LEOVILLE BARTON 2022,696852222921,0.75,1,13,220,NA
Wine,Italy Wine,Italy Red Wine,ITALY,402977,TERRE DI CHIETI ROSSO - FEUDO ANTICO ORGANIC,8002001086160,3,1,12.5,46.99,0
Wine,France Wine,France Red Wine,FRANCE,425138,MARGAUX - CHATEAU GISCOURS 2021,696852223812,0.75,1,13,145,NA
Wine,France Wine,France Red Wine,FRANCE,440300,ST ESTEPHE - CHATEAU MEYNEY 2021,696852224833,0.75,1,13,75,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,444128,WHITE CLAW SURGE - VARIETY PACK 12 CAN,848819000732,0.355,12,7,30.99,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,444953,CABERNET FRANC - BODEGAS SALENTEIN RESERVE,7798074864224,0.75,1,14.5,24.99,0
Wine,France Wine,France Red Wine,FRANCE,465755,MARGAUX - CHATEAU GISCOURS 2020,3609051149576,0.75,1,13,145,NA
Wine,France Wine,France Red Wine,FRANCE,626283,CHATEAUNEUF DU PAPE - DOMAINE DE BEAURENARD BOISRENARD,3368881121113,0.75,1,14.5,149.99,0
Wine,France Wine,France Red Wine,FRANCE,53601,MARGAUX - CHATEAU MARGAUX 2018,,0.75,1,13,1500,NA
Wine,France Wine,France Red Wine,FRANCE,97033,ST EMILION - CHATEAU LA TOUR FIGEAC 2018,3609051018308,0.75,1,13,100,NA
Wine,France Wine,France White Wine,FRANCE,97553,MARGAUX - PAVILLON BLANC DU CHATEAU MARGAUX 2018,3277038404262,0.75,1,14,500,NA
Wine,France Wine,France White Wine,FRANCE,178473,BORDEAUX BLANC - Y D'YQUEM 2017,3664208002661,0.75,1,13,320,NA
Wine,Italy Wine,Italy Red Wine,ITALY,243681,TERRE DI CHIETI SANGIOVESE MERLOT - CANTINA TOLLO GUFO,8002001082780,0.75,1,13,14.99,0
